Country,Year,GHG,GHG_Cum,GHG_per_capita,Population,Final_Rank
"Korea, Rep. (South)",2006,556.8,7685.8777,11.51080422,48371946,13
"Korea, Rep. (South)",2007,570.37,8256.2513,11.73657526,48597652,13
"Korea, Rep. (South)",2008,582.62,8838.8718,11.90266593,48948698,13
"Korea, Rep. (South)",2009,596.38,9435.2508,12.12597168,49182038,13
"Korea, Rep. (South)",2010,645.34,10080.594,13.0608221,49410366,13
"Korea, Rep. (South)",2011,670.51,10751.0992,13.46961718,49779440,13
"Korea, Rep. (South)",2012,674.86,11425.9568,13.49600129,50004441,13
"Korea, Rep. (South)",2013,673.54,12099.498,13.41187653,50219669,13
Kuwait,1990,78.38,78.3789,38.07012908,2058832,32
Kuwait,1991,91.62,169.9955,45.64772235,2007110,32
Kuwait,1992,85.89,255.8837,44.64137214,1924000,32
Kuwait,1993,99.09,354.972,55.17260579,1796000,32
Kuwait,1994,110.66,465.6321,65.55687204,1688000,32
Kuwait,1995,117.81,583.445,71.96565001,1637031,32
Kuwait,1996,117.62,701.0649,71.81120284,1637906,32
Kuwait,1997,119.4,820.4647,70.80775398,1686256,32
Kuwait,1998,125.96,946.4289,71.3150539,1766247,32
Kuwait,1999,130.58,1077.0059,70.46372883,1853152,32
Kuwait,2000,134.62,1211.6287,69.7704551,1929470,32
Kuwait,2001,142.19,1353.8188,71.45147139,1990022,32
Kuwait,2002,148.96,1502.7803,72.94041029,2042215,32
Kuwait,2003,154.77,1657.5456,73.84089546,2095993,32
Kuwait,2004,161.61,1819.1544,74.60034048,2166344,32
Kuwait,2005,173.98,1993.1337,76.85973342,2263604,32
Kuwait,2006,176.8,2169.9319,73.99043648,2389498,32
Kuwait,2007,176.25,2346.1843,69.42827734,2538591,32
Kuwait,2008,181.14,2527.3216,66.95770139,2705290,32
Kuwait,2009,188.17,2715.4897,65.30861854,2881243,32
Kuwait,2010,187.29,2902.7787,61.21642518,3059473,32
Kuwait,2011,192.33,3095.1087,59.37612007,3239181,32
Kuwait,2012,196.93,3292.0405,57.58892683,3419581,32
Kuwait,2013,195.78,3487.8208,54.47883776,3593689,32
Libya,1990,93.9,93.9033,21.34858002,4398419,38
Libya,1991,91.26,185.1671,20.28356089,4499210,38
Libya,1992,88.31,273.4752,19.21114442,4596811,38
Libya,1993,89.01,362.4895,18.97085509,4691934,38
Libya,1994,94.34,456.8249,19.71376796,4785488,38
Libya,1995,96.14,552.9654,19.70808097,4878202,38
Libya,1996,98.42,651.3855,19.8012591,4970391,38
Libya,1997,98.11,749.4997,19.38105473,5062160,38
Libya,1998,99.6,849.0959,19.32568119,5153764,38
Libya,1999,98.09,947.1832,18.70014455,5245414,38
Libya,2000,99.96,1047.1448,18.72869695,5337264,38
Libya,2001,103.77,1150.9137,19.11647158,5428303,38
Libya,2002,108.57,1259.4854,19.67439127,5518341,38
Libya,2003,111.37,1370.8585,19.85500162,5609166,38
Libya,2004,115.08,1485.9383,20.17806069,5703224,38
Libya,2005,121.14,1607.0765,20.88065192,5801543,38
Libya,2006,123.41,1730.4817,20.89163486,5907149,38
Libya,2007,122.68,1853.1618,20.38620797,6017794,38
Libya,2008,129.75,1982.9104,21.19051671,6123022,38
Libya,2009,134.23,2117.1428,21.61973237,6208680,38
Libya,2010,139.58,2256.7229,22.27685124,6265697,38
Libya,2011,119.12,2375.8444,18.94205626,6288652,38
Libya,2012,131.88,2507.7249,20.9886267,6283403,38
Libya,2013,133.01,2640.7361,21.22730226,6265987,38
Malaysia,1990,103.21,103.214,5.667423549,18211097,27
Malaysia,1991,112.42,215.6311,6.008604565,18709835,27
Malaysia,1992,120.11,335.739,6.254198191,19204700,27
Malaysia,1993,123.89,459.6241,6.288589243,19700762,27
Malaysia,1994,131,590.628,6.483225372,20205992,27
Malaysia,1995,139.22,729.8494,6.717369732,20725374,27
Malaysia,1996,152.76,882.6088,7.185026811,21260881,27
Malaysia,1997,161.5,1044.105,7.405496805,21808125,27
Malaysia,1998,162.85,1206.9505,7.283704611,22358128,27
Malaysia,1999,172.45,1379.4019,7.531035004,22898579,27
Malaysia,2000,183.39,1562.792,7.830235674,23420751,27
Malaysia,2001,191.26,1754.0513,7.995497506,23920963,27
Malaysia,2002,202.38,1956.4337,8.29359031,24401977,27
Malaysia,2003,212.03,2168.4669,8.525730573,24869423,27
Malaysia,2004,227.33,2395.7922,8.974015738,25332026,27
Malaysia,2005,239.31,2635.1026,9.276975099,25796124,27
Malaysia,2006,246.03,2881.1318,9.36791495,26263048,27
Malaysia,2007,264.48,3145.6083,9.894275876,26730607,27
Malaysia,2008,279.23,3424.8376,10.26678304,27197419,27
Malaysia,2009,261.03,3685.8628,9.436746306,27661017,27
Malaysia,2010,279.36,3965.2211,9.934742794,28119500,27
Malaysia,2011,280.65,4245.8729,9.822220091,28572970,27
Malaysia,2012,283.43,4529.305,9.766059747,29021940,27
Malaysia,2013,303.15,4832.4568,10.28834796,29465372,27
Mexico,1990,426.66,426.6553,4.983798275,85609404,9
Mexico,1991,447.05,873.7091,5.118080019,87347208,9
Mexico,1992,453.38,1327.0929,5.087866471,89110043,9
Mexico,1993,468.25,1795.3464,5.151996438,90887097,9
Mexico,1994,496.99,2292.3348,5.363375228,92663664,9
Mexico,1995,479.78,2772.11,5.080964919,94426946,9
Mexico,1996,502.83,3274.9358,5.227917033,96181710,9
Mexico,1997,532.9,3807.8381,5.44187399,97925825,9
Mexico,1998,562.57,4370.4041,5.646462098,99632299,9
Mexico,1999,552.93,4923.3348,5.460143461,101266570,9
Mexico,2000,583.64,5506.9731,5.676957538,102808590,9
Mexico,2001,592.6,6099.5683,5.684981623,104239563,9
Mexico,2002,606.82,6706.3864,5.747582763,105578297,9
Mexico,2003,634.44,7340.8283,5.935535504,106888418,9
Mexico,2004,651.09,7991.9204,6.01425364,108257822,9
Mexico,2005,681.59,8673.5121,6.210505738,109747906,9
Mexico,2006,699.75,9373.2592,6.282385089,111382857,9
Mexico,2007,713.77,10087.0259,6.30876745,113139374,9
Mexico,2008,728.87,10815.8967,6.339498272,114972821,9
Mexico,2009,716.5,11532.3965,6.133597965,116815612,9
Mexico,2010,725.74,12258.1338,6.118319329,118617542,9
Mexico,2011,742.14,13000.2787,6.165731974,120365271,9
Mexico,2012,741.12,13741.3937,6.071222687,122070963,9
Mexico,2013,733.01,14474.4041,5.923786603,123740109,9
Netherlands,1990,197.24,197.2425,13.1919786,14951510,26
Netherlands,1991,204.67,401.9155,13.58146937,15069798,26
Netherlands,1992,203.33,605.2418,13.39092315,15184166,26
Netherlands,1993,208.1,813.3411,13.60987518,15290368,26
Netherlands,1994,208.19,1021.5301,13.53391357,15382838,26
Netherlands,1995,215.52,1237.0509,13.94138795,15459006,26
Netherlands,1996,223.5,1460.5485,14.39103884,15530498,26
Netherlands,1997,214.12,1674.6674,13.71627703,15610650,26
Netherlands,1998,212.56,1887.2261,13.53263969,15707209,26
Netherlands,1999,206.06,2093.2901,13.031802,15812088,26
Netherlands,2000,204.68,2297.9664,12.85233323,15925513,26
Netherlands,2001,208.51,2506.4774,12.99437,16046180,26
Netherlands,2002,206.65,2713.1292,12.79651425,16148929,26
Netherlands,2003,207.89,2921.0145,12.8127045,16225302,26
Netherlands,2004,208.51,3129.5269,12.80634014,16281779,26
Netherlands,2005,203,3332.5293,12.4388261,16319868,26
Netherlands,2006,197.53,3530.0611,12.0842273,16346101,26
Netherlands,2007,197.1,3727.1648,12.03172126,16381696,26
Netherlands,2008,197.45,3924.6163,12.00625602,16445593,26
Netherlands,2009,191.12,4115.732,11.56173709,16530388,26
Netherlands,2010,200.33,4316.0623,12.05689134,16615394,26
Netherlands,2011,188.5,4504.56,11.29210833,16693074,26
Netherlands,2012,186.96,4691.5206,11.15848547,16754962,26
Netherlands,2013,186.78,4878.2981,11.11492492,16804432,26
Nigeria,1990,200.79,200.7855,2.09993281,95617345,23
Nigeria,1991,210.31,411.0925,2.144151146,98085436,23
Nigeria,1992,222,633.0946,2.206924897,100592458,23
Nigeria,1993,221.36,854.4529,2.146103063,103145093,23
Nigeria,1994,218.8,1073.253,2.068970317,105753088,23
Nigeria,1995,220.88,1294.1293,2.037171894,108424822,23
Nigeria,1996,230.55,1524.6791,2.073950648,111164651,23
Nigeria,1997,231.92,1756.5941,2.034831218,113975055,23
Nigeria,1998,231.02,1987.619,1.976883741,116860691,23
Nigeria,1999,232.77,2220.3859,1.942562977,119826231,23
Nigeria,2000,237.85,2458.2325,1.935679876,122876723,23
Nigeria,2001,251.88,2710.1097,1.998810697,126014935,23
Nigeria,2002,256.49,2966.6021,1.984505814,129246283,23
Nigeria,2003,263.58,3230.1798,1.988060414,132581484,23
Nigeria,2004,267.43,3497.6111,1.965915395,136033321,23
Nigeria,2005,284.65,3782.2618,2.038875033,139611303,23
Nigeria,2006,278.7,4060.9592,1.944626485,143318011,23
Nigeria,2007,277.38,4338.3353,1.88498324,147152502,23
Nigeria,2008,280.82,4619.1531,1.858311424,151115683,23
Nigeria,2009,262.3,4881.4536,1.689999516,155207145,23
Nigeria,2010,283.56,5165.0101,1.778644873,159424742,23
Nigeria,2011,297.4,5462.4108,1.815953991,163770669,23
Nigeria,2012,301.44,5763.8541,1.791721814,168240403,23
Nigeria,2013,304.06,6067.9178,1.759438306,172816517,23
Oman,1990,39.86,39.8603,21.99586239,1812159,41
Oman,1991,45.45,85.3095,24.01781916,1892345,41
Oman,1992,45.64,130.9465,23.05150628,1979914,41
Oman,1993,46.21,177.1529,22.3640348,2066264,41
Oman,1994,47.34,224.4947,22.12626178,2139539,41
Oman,1995,50.5,274.9995,23.03975064,2191864,41
Oman,1996,51.92,326.9172,23.38983173,2219768,41
Oman,1997,54.53,381.4459,24.47930415,2227596,41
Oman,1998,55.8,437.2425,25.07953088,2224922,41
Oman,1999,60.15,497.394,27.02786499,2225481,41
Oman,2000,63.43,560.8202,28.32451327,2239403,41
Oman,2001,65.45,626.2677,28.80028444,2272547,41
Oman,2002,66.37,692.6376,28.5683171,2323203,41
Oman,2003,66.63,759.2716,27.93622842,2385075,41
Oman,2004,65.68,824.9526,26.82793929,2448194,41
Oman,2005,64.88,889.834,25.88066254,2506891,41
Oman,2006,73.93,963.7617,28.95382427,2553376,41
Oman,2007,78.02,1041.7866,30.08,2593750,41
Oman,2008,77.5,1119.2859,29.22013165,2652281,41
Oman,2009,80.7,1199.982,29.21718579,2762073,41
Oman,2010,84.61,1284.5872,28.74227982,2943747,41
Oman,2011,91.47,1376.0547,28.49530047,3210003,41
Oman,2012,96.33,1472.3858,27.17201212,3545192,41
Oman,2013,101.79,1574.1753,26.05382461,3906912,41
Pakistan,1990,154.16,154.1644,1.432612047,107607639,24
Pakistan,1991,155.06,309.2197,1.401553237,110634399,24
Pakistan,1992,164.28,473.495,1.44592101,113616165,24
Pakistan,1993,173.93,647.4236,1.491941922,116579605,24
Pakistan,1994,178.61,826.0381,1.493832744,119564925,24
Pakistan,1995,189.07,1015.1103,1.542172815,122599749,24
Pakistan,1996,196.61,1211.7214,1.564150153,125697651,24
Pakistan,1997,203.19,1414.916,1.577002668,128845692,24
Pakistan,1998,207.04,1621.9529,1.568322313,132013680,24
Pakistan,1999,219.28,1841.2342,1.622395906,135158132,24
Pakistan,2000,221.07,2062.3084,1.599054042,138250487,24
Pakistan,2001,224.47,2286.7789,1.588807333,141282077,24
Pakistan,2002,230.61,2517.3881,1.598443646,144271586,24
Pakistan,2003,238.7,2756.091,1.621035788,147251530,24
Pakistan,2004,255.85,3011.9447,1.702624769,150267989,24
Pakistan,2005,264.09,3276.032,1.722067219,153356383,24
Pakistan,2006,282.96,3558.9871,1.807771705,156524189,24
Pakistan,2007,299.47,3858.4539,1.874409236,159767672,24
Pakistan,2008,302.5,4160.9492,1.85472466,163096985,24
Pakistan,2009,312.41,4473.3565,1.876099903,166520983,24
Pakistan,2010,307.18,4780.5321,1.80647449,170043918,24
Pakistan,2011,314.15,5094.6774,1.808894091,173669648,24
Pakistan,2012,317.13,5411.8079,1.787733097,177392252,24
Pakistan,2013,326.77,5738.5819,1.803439638,181192646,24
Philippines,1990,90.1,90.0956,1.45446116,61947340,35
Philippines,1991,90.05,180.1445,1.417888286,63509940,35
Philippines,1992,92.8,272.9436,1.425961388,65078901,35
Philippines,1993,97.94,370.8843,1.469358152,66654954,35
Philippines,1994,105.3,476.1842,1.543080206,68240134,35
Philippines,1995,117.32,593.4998,1.679942754,69835713,35
Philippines,1996,125.95,719.448,1.763082552,71437381,35
Philippines,1997,134.6,854.0467,1.842760126,73042605,35
Philippines,1998,128.83,982.8717,1.725643037,74656228,35
Philippines,1999,133.26,1116.1315,1.746865137,76285225,35
Philippines,2000,134.86,1250.9921,1.730477501,77932247,35
Philippines,2001,134.06,1385.0558,1.684074782,79604541,35
Philippines,2002,136.03,1521.0907,1.673301443,81294378,35
Philippines,2003,139.17,1660.2623,1.677318206,82971734,35
Philippines,2004,142.8,1803.0582,1.688018106,84596249,35
Philippines,2005,144.31,1947.3633,1.675269327,86141373,35
Philippines,2006,137.15,2084.5145,1.565766193,87592899,35
Philippines,2007,142.98,2227.4964,1.607139702,88965508,35
Philippines,2008,146.37,2373.8643,1.620982021,90297115,35
Philippines,2009,148.73,2522.5944,1.622947918,91641881,35
Philippines,2010,154.97,2677.5605,1.665647344,93038902,35
Philippines,2011,156.8,2834.3625,1.65923761,94501233,35
Philippines,2012,161.62,2995.9789,1.683237947,96017322,35
Philippines,2013,171.6,3167.5833,1.758707107,97571676,35
Poland,1990,426.28,426.2837,11.1852861,38110782,17
Poland,1991,425.53,851.8155,11.12607469,38246193,17
Poland,1992,415.3,1267.1173,10.82534681,38363667,17
Poland,1993,415.49,1682.6045,10.80277664,38461408,17
Poland,1994,411.06,2093.6679,10.66506788,38542652,17
Poland,1995,411.29,2504.9556,10.65656228,38594998,17
Poland,1996,425.98,2930.938,11.0287883,38624370,17
Poland,1997,415.77,3346.7079,10.75740382,38649660,17
Poland,1998,387.86,3734.5696,10.03168856,38663481,17
Poland,1999,377.28,4111.8461,9.758855544,38660271,17
Poland,2000,362.27,4474.1113,9.46897496,38258629,17
Poland,2001,359.04,4833.1538,9.387138846,38248076,17
Poland,2002,352.06,5185.2128,9.208910488,38230364,17
Poland,2003,363.79,5548.9979,9.52215926,38204570,17
Poland,2004,367.6,5916.5957,9.627517225,38182222,17
Poland,2005,368.17,6284.766,9.646684324,38165445,17
Poland,2006,380.66,6665.4274,9.980266256,38141267,17
Poland,2007,380.04,7045.4711,9.969423324,38120560,17
Poland,2008,373.74,7419.212,9.802821237,38125759,17
Poland,2009,360.76,7779.9739,9.455959164,38151603,17
Poland,2010,376.47,8156.4444,9.895960849,38042794,17
Poland,2011,373.77,8530.2132,9.819706696,38063255,17
Poland,2012,366.53,8896.7473,9.629520026,38063164,17
Poland,2013,361.19,9257.9378,9.494956335,38040196,17
Romania,1990,237.67,237.671,10.24358634,23201835,31
Romania,1991,201.1,438.773,8.743039208,23001155,31
Romania,1992,181.74,620.5141,7.97305149,22794284,31
Romania,1993,169.41,789.9281,7.442249096,22763280,31
Romania,1994,164.95,954.881,7.256861804,22730211,31
Romania,1995,167.85,1122.7344,7.399400554,22684270,31
Romania,1996,170.07,1292.8006,7.51889871,22619004,31
Romania,1997,158.74,1451.5394,7.03822625,22553978,31
Romania,1998,143.11,1594.6527,6.358369073,22507344,31
Romania,1999,127.25,1721.8989,5.66259227,22472040,31
Romania,2000,129.2,1851.1008,5.75681357,22442971,31
Romania,2001,133.8,1984.897,6.045553107,22131970,31
Romania,2002,132.15,2117.0518,6.081315401,21730496,31
Romania,2003,138.35,2255.3995,6.412714817,21574326,31
Romania,2004,135.81,2391.2123,6.33095261,21451748,31
Romania,2005,134.78,2525.9918,6.321857007,21319685,31
Romania,2006,137.68,2663.6674,6.496251727,21193760,31
Romania,2007,135.48,2799.1522,6.487579216,20882982,31
Romania,2008,135.04,2934.1917,6.575169047,20537875,31
Romania,2009,119.42,3053.6161,5.863266293,20367487,31
Romania,2010,115.91,3169.5241,5.72483521,20246871,31
Romania,2011,121.05,3290.5782,6.008181252,20147528,31
Romania,2012,118.62,3409.202,5.913839516,20058035,31
Romania,2013,109.49,3518.6871,5.478967276,19983693,31
Saudi Arabia,1990,187.52,187.5226,11.46108478,16361453,19
Saudi Arabia,1991,209.13,396.6545,12.38147592,16890555,19
Saudi Arabia,1992,223.3,619.9558,12.83442278,17398523,19
Saudi Arabia,1993,231.17,851.1268,12.92136191,17890529,19
Saudi Arabia,1994,244.68,1095.8072,13.31706925,18373412,19
Saudi Arabia,1995,249.09,1344.8944,13.21175135,18853670,19
Saudi Arabia,1996,262.21,1607.1084,13.56400505,19331311,19
Saudi Arabia,1997,244.54,1851.6518,12.34449926,19809633,19
Saudi Arabia,1998,261.37,2113.0265,12.87397869,20302193,19
Saudi Arabia,1999,266.64,2379.6692,12.8032544,20825955,19
Saudi Arabia,2000,278.01,2657.6827,12.99581396,21392273,19
Saudi Arabia,2001,283.59,2941.2702,12.8858057,22007937,19
Saudi Arabia,2002,302.33,3243.5967,13.33724367,22668102,19
Saudi Arabia,2003,315.73,3559.3281,13.51706171,23357887,19
Saudi Arabia,2004,333.57,3892.8983,13.86664121,24055573,19
Saudi Arabia,2005,350.7,4243.6008,14.17242838,24745230,19
Saudi Arabia,2006,370.41,4614.0077,14.57160061,25419994,19
Saudi Arabia,2007,389.77,5003.779,14.9431507,26083522,19
Saudi Arabia,2008,420.99,5424.7691,15.74215635,26742842,19
Saudi Arabia,2009,443.26,5868.0308,16.17177057,27409491,19
Saudi Arabia,2010,485.11,6353.145,17.26944915,28090647,19
Saudi Arabia,2011,504.29,6857.4333,17.51710183,28788438,19
Saudi Arabia,2012,538.13,7395.5594,18.24413963,29496047,19
Saudi Arabia,2013,546.82,7942.3775,18.1059924,30201051,19
South Africa,1990,307.21,307.2053,8.727556818,35200000,16
South Africa,1991,302.95,610.154,8.430943407,35933108,16
South Africa,1992,299.79,909.9419,8.170726678,36690739,16
South Africa,1993,308.16,1218.1065,8.223346255,37473796,16
South Africa,1994,314.03,1532.1367,8.202809884,38283223,16
South Africa,1995,326.92,1859.0612,8.356850716,39120000,16
South Africa,1996,338.44,2197.5024,8.460947754,40000247,16
South Africa,1997,354.4,2551.9061,8.659518508,40926063,16
South Africa,1998,363.24,2915.1507,8.669277999,41899683,16
South Africa,1999,345.57,3260.7236,8.050837438,42923485,16
South Africa,2000,352.49,3613.2181,8.011136364,44000000,16
South Africa,2001,389.31,4002.5281,8.668721247,44909738,16
South Africa,2002,401.82,4404.3516,8.841294474,45448096,16
South Africa,2003,422.6,4826.9533,9.180165993,46034026,16
South Africa,2004,450.88,5277.8344,9.667009805,46641103,16
South Africa,2005,450.61,5728.4414,9.532671873,47270063,16
South Africa,2006,452.38,6180.8257,9.43998585,47921682,16
South Africa,2007,471.98,6652.8062,9.712165915,48596781,16
South Africa,2008,505.5,7158.305,10.25433531,49296223,16
South Africa,2009,482.07,7640.3779,9.637368111,50020918,16
South Africa,2010,489.86,8130.2331,9.648264374,50771826,16
South Africa,2011,478.85,8609.0848,9.289047335,51549958,16
South Africa,2012,493.1,9102.1831,9.41814523,52356381,16
South Africa,2013,510.24,9612.4208,9.59238096,53192216,16
Spain,1990,271.71,271.7052,6.993744085,38850435,18
Spain,1991,278.79,550.4999,7.159650971,38939049,18
Spain,1992,289.63,840.1306,7.41353257,39067745,18
Spain,1993,276.5,1116.6305,7.055479288,39189400,18
Spain,1994,287.8,1404.4296,7.324093185,39294967,18
Spain,1995,300.58,1705.0046,7.631448708,39387017,18
Spain,1996,293.29,1998.2973,7.429166072,39478186,18
Spain,1997,314.18,2312.4773,7.937363495,39582413,18
Spain,1998,326.25,2638.725,8.213517105,39721108,18
Spain,1999,350.16,2988.8816,8.770166047,39926268,18
Spain,2000,367.69,3356.575,9.132156756,40263216,18
Spain,2001,369.31,3725.8898,9.061487657,40756001,18
Spain,2002,386.95,4112.8373,9.339499133,41431558,18
Spain,2003,394.02,4506.8595,9.339701232,42187645,18
Spain,2004,409.87,4916.7321,9.549205598,42921895,18
Spain,2005,423.72,5340.4535,9.706514913,43653155,18
Spain,2006,417.28,5757.734,9.398765723,44397319,18
Spain,2007,431.88,6189.6096,9.549204705,45226803,18
Spain,2008,394.27,6583.877,8.579646833,45954106,18
Spain,2009,354.88,6938.7573,7.654388485,46362946,18
Spain,2010,340.04,7278.7948,7.300615153,46576897,18
Spain,2011,339.8,7618.59,7.269584808,46742697,18
Spain,2012,331.78,7950.368,7.093400249,46773055,18
Spain,2013,306.61,8256.9797,6.576784729,46620045,18
Thailand,1990,152.03,152.0323,2.686857764,56582824,22
Thailand,1991,163.89,315.9212,2.863909415,57225972,22
Thailand,1992,176.13,492.0473,3.049259011,57761574,22
Thailand,1993,192.89,684.9325,3.312117284,58237672,22
Thailand,1994,208.01,892.9406,3.542237715,58722767,22
Thailand,1995,225.78,1118.7181,3.809598437,59266089,22
Thailand,1996,246.6,1365.3183,4.118308344,59878955,22
Thailand,1997,252.48,1617.7966,4.170125737,60544937,22
Thailand,1998,230.23,1848.0229,3.75879737,61250974,22
Thailand,1999,240.96,2088.9801,3.888084797,61973957,22
Thailand,2000,242.26,2331.2355,3.864207419,62693322,22
Thailand,2001,253.25,2584.4813,3.993523695,63415174,22
Thailand,2002,264.57,2849.0516,4.125097298,64136669,22
Thailand,2003,277.7,3126.7543,4.284353052,64817254,22
Thailand,2004,296.16,3422.9189,4.528127275,65404522,22
Thailand,2005,305.25,3728.1683,4.634551882,65863973,22
Thailand,2006,308.63,4036.8026,4.663882089,66174486,22
Thailand,2007,319.17,4355.9694,4.81014044,66353572,22
Thailand,2008,323.65,4679.6148,4.870340813,66453255,22
Thailand,2009,320.9,5000.5099,4.822069034,66548197,22
Thailand,2010,342.74,5343.2508,5.139145275,66692024,22
Thailand,2011,339.52,5682.7751,5.074812985,66902958,22
Thailand,2012,360.86,6043.6322,5.372808373,67164130,22
Thailand,2013,369.43,6413.0632,5.476978677,67451422,22
Turkey,1990,199.88,199.8824,3.701851324,53994605,20
Turkey,1991,204.47,404.3551,3.723763105,54909508,20
Turkey,1992,215.72,620.0785,3.865178586,55811134,20
Turkey,1993,227.13,847.2079,4.005293555,56707454,20
Turkey,1994,225.74,1072.9464,3.918500671,57608769,20
Turkey,1995,244.63,1317.5731,4.180114527,58522320,20
Turkey,1996,263.48,1581.0502,4.431848703,59451488,20
Turkey,1997,273.61,1854.6595,4.530409127,60394104,20
Turkey,1998,277.44,2132.0965,4.52262727,61344874,20
Turkey,1999,276.98,2409.0776,4.446219708,62295617,20
Turkey,2000,303.28,2712.3578,4.795687019,63240157,20
Turkey,2001,278.35,2990.7061,4.336838837,64182694,20
Turkey,2002,288.45,3279.1515,4.429122569,65125766,20
Turkey,2003,299.43,3578.5843,4.532689245,66060121,20
Turkey,2004,304.93,3883.5149,4.552990694,66973561,20
Turkey,2005,316.13,4199.6473,4.658519388,67860617,20
Turkey,2006,342.7,4542.3484,4.988012396,68704721,20
Turkey,2007,369.53,4911.8755,5.315793492,69515492,20
Turkey,2008,368.07,5279.9458,5.23240265,70344357,20
Turkey,2009,363.33,5643.2799,5.098559307,71261307,20
Turkey,2010,375.01,6018.2904,5.18611316,72310416,20
Turkey,2011,395.9,6414.1922,5.385148867,73517002,20
Turkey,2012,420.35,6834.5471,5.615959463,74849187,20
Turkey,2013,408.46,7243.0045,5.35870506,76223639,20
United Arab Emirates,1990,74.64,74.6428,41.20437791,1811458,34
United Arab Emirates,1991,81.34,155.9847,42.51538007,1913190,34
United Arab Emirates,1992,80.08,236.0644,39.66292458,2019014,34
United Arab Emirates,1993,83.17,319.2307,39.08616297,2127863,34
United Arab Emirates,1994,90,409.2316,40.20942857,2238281,34
United Arab Emirates,1995,95.04,504.2666,40.43924922,2350192,34
United Arab Emirates,1996,98.82,603.0888,40.04496447,2467726,34
United Arab Emirates,1997,105.08,708.1656,40.4898236,2595220,34
United Arab Emirates,1998,108.31,816.4707,39.61928033,2733770,34
United Arab Emirates,1999,111.03,927.4981,38.49610358,2884188,34
United Arab Emirates,2000,110.09,1037.591,36.09356722,3050128,34
United Arab Emirates,2001,122.63,1160.2179,38.10911893,3217865,34
United Arab Emirates,2002,125.76,1285.9733,37.05296901,3394060,34
United Arab Emirates,2003,132.38,1418.3511,36.51058333,3625798,34
United Arab Emirates,2004,139.77,1558.1196,35.15390681,3975945,34
United Arab Emirates,2005,147.17,1705.2906,32.83596342,4481976,34
United Arab Emirates,2006,153.81,1859.0971,29.74326348,5171255,34
United Arab Emirates,2007,165.18,2024.2807,27.48373571,6010100,34
United Arab Emirates,2008,191.3,2215.5783,27.72406713,6900142,34
United Arab Emirates,2009,191.57,2407.1486,24.86171103,7705423,34
United Arab Emirates,2010,196.26,2603.4132,23.56217149,8329453,34
United Arab Emirates,2011,204.27,2807.6795,23.38597611,8734722,34
United Arab Emirates,2012,215.17,3022.8463,24.03451444,8952542,34
United Arab Emirates,2013,221.42,3244.2706,24.49342244,9039978,34
UK,1990,737.73,737.7344,12.88665692,57247586,8
UK,1991,745.64,1483.3772,12.98461188,57424897,8
UK,1992,721.39,2204.7625,12.52839464,57580402,8
UK,1993,702.72,2907.4833,12.17492852,57718614,8
UK,1994,692.3,3599.7833,11.96390023,57865745,8
UK,1995,674.56,4274.3399,11.62653012,58019030,8
UK,1996,690,4964.3432,11.8624064,58166950,8
UK,1997,660.52,5624.8674,11.32638032,58316954,8
UK,1998,657.35,6282.2158,11.23922265,58487141,8
UK,1999,648.6,6930.8149,11.05270525,58682466,8
UK,2000,648.38,7579.1903,11.00954868,58892514,8
UK,2001,656.15,8235.3421,11.09867438,59119673,8
UK,2002,635.52,8870.8594,10.7043098,59370479,8
UK,2003,643.62,9514.4784,10.79037963,59647577,8
UK,2004,640.3,10154.7823,10.67381833,59987905,8
UK,2005,634.55,10789.3366,10.50558494,60401206,8
UK,2006,634.88,11424.2163,10.43407034,60846820,8
UK,2007,620.9,12045.1209,10.12516409,61322463,8
UK,2008,605.23,12650.349,9.792257333,61806995,8
UK,2009,554.51,13204.8542,8.904033591,62276270,8
UK,2010,571.73,13776.5849,9.108859498,62766365,8
UK,2011,533.34,14309.9287,8.431064218,63258918,8
UK,2012,557.59,14867.5213,8.753333972,63700300,8
UK,2013,546.26,15413.7854,8.518245928,64128226,8
US,1990,5866.64,5866.6396,23.50200102,249623000,1
US,1991,5831.48,11698.1179,23.05105917,252981000,1
US,1992,5914.71,17612.8265,23.05803972,256514000,1
US,1993,6041.83,23654.6608,23.24504942,259919000,1
US,1994,6122.58,29777.2438,23.26862416,263126000,1
US,1995,6179.62,35956.8592,23.20739979,266278000,1
US,1996,6339.44,42296.2951,23.53222418,269394000,1
US,1997,6502.05,48798.3426,23.84699458,272657000,1
US,1998,6511.31,55309.6537,23.60418917,275854000,1
US,1999,6533.04,61842.6921,23.41255734,279040000,1
US,2000,6728.36,68571.055,23.84569928,282162411,1
US,2001,6684.73,75255.7842,23.45774823,284968955,1
US,2002,6608.37,81864.1561,22.97562995,287625193,1
US,2003,6680.59,88544.7476,23.02794664,290107933,1
US,2004,6755.82,95300.5685,23.07273825,292805298,1
US,2005,6764.54,102065.104,22.89055851,295516599,1
US,2006,6681.79,108746.8976,22.39356515,298379912,1
US,2007,6783.54,115530.441,22.51937994,301231207,1
US,2008,6619.43,122149.8683,21.76771242,304093966,1
US,2009,6225.67,128375.542,20.29415839,306771529,1
US,2010,6470.91,134846.4473,20.91797517,309346863,1
US,2011,6354.55,141200.9945,20.38551681,311718857,1
US,2012,6193.28,147394.2768,19.71737753,314102623,1
US,2013,6279.84,153674.113,19.84606927,316427395,1
Venezuela,1990,171.18,171.1796,8.618485216,19861959,25
