Country,Year,GHG,GHG_previous,GHG_Cum,GHG_per_capita,Population,Final_Rank
Malaysia,2007,264.48,246.03,3145.6083,9.894275876,26730607,27
Malaysia,2008,279.23,264.48,3424.8376,10.26678304,27197419,27
Malaysia,2009,261.03,279.23,3685.8628,9.436746306,27661017,27
Malaysia,2010,279.36,261.03,3965.2211,9.934742794,28119500,27
Malaysia,2011,280.65,279.36,4245.8729,9.822220091,28572970,27
Malaysia,2012,283.43,280.65,4529.305,9.766059747,29021940,27
Malaysia,2013,303.15,283.43,4832.4568,10.28834796,29465372,27
Mexico,1990,426.66,0,426.6553,4.983798275,85609404,9
Mexico,1991,447.05,426.66,873.7091,5.118080019,87347208,9
Mexico,1992,453.38,447.05,1327.0929,5.087866471,89110043,9
Mexico,1993,468.25,453.38,1795.3464,5.151996438,90887097,9
Mexico,1994,496.99,468.25,2292.3348,5.363375228,92663664,9
Mexico,1995,479.78,496.99,2772.11,5.080964919,94426946,9
Mexico,1996,502.83,479.78,3274.9358,5.227917033,96181710,9
Mexico,1997,532.9,502.83,3807.8381,5.44187399,97925825,9
Mexico,1998,562.57,532.9,4370.4041,5.646462098,99632299,9
Mexico,1999,552.93,562.57,4923.3348,5.460143461,101266570,9
Mexico,2000,583.64,552.93,5506.9731,5.676957538,102808590,9
Mexico,2001,592.6,583.64,6099.5683,5.684981623,104239563,9
Mexico,2002,606.82,592.6,6706.3864,5.747582763,105578297,9
Mexico,2003,634.44,606.82,7340.8283,5.935535504,106888418,9
Mexico,2004,651.09,634.44,7991.9204,6.01425364,108257822,9
Mexico,2005,681.59,651.09,8673.5121,6.210505738,109747906,9
Mexico,2006,699.75,681.59,9373.2592,6.282385089,111382857,9
Mexico,2007,713.77,699.75,10087.0259,6.30876745,113139374,9
Mexico,2008,728.87,713.77,10815.8967,6.339498272,114972821,9
Mexico,2009,716.5,728.87,11532.3965,6.133597965,116815612,9
Mexico,2010,725.74,716.5,12258.1338,6.118319329,118617542,9
Mexico,2011,742.14,725.74,13000.2787,6.165731974,120365271,9
Mexico,2012,741.12,742.14,13741.3937,6.071222687,122070963,9
Mexico,2013,733.01,741.12,14474.4041,5.923786603,123740109,9
Netherlands,1990,197.24,0,197.2425,13.1919786,14951510,26
Netherlands,1991,204.67,197.24,401.9155,13.58146937,15069798,26
Netherlands,1992,203.33,204.67,605.2418,13.39092315,15184166,26
Netherlands,1993,208.1,203.33,813.3411,13.60987518,15290368,26
Netherlands,1994,208.19,208.1,1021.5301,13.53391357,15382838,26
Netherlands,1995,215.52,208.19,1237.0509,13.94138795,15459006,26
Netherlands,1996,223.5,215.52,1460.5485,14.39103884,15530498,26
Netherlands,1997,214.12,223.5,1674.6674,13.71627703,15610650,26
Netherlands,1998,212.56,214.12,1887.2261,13.53263969,15707209,26
Netherlands,1999,206.06,212.56,2093.2901,13.031802,15812088,26
Netherlands,2000,204.68,206.06,2297.9664,12.85233323,15925513,26
Netherlands,2001,208.51,204.68,2506.4774,12.99437,16046180,26
Netherlands,2002,206.65,208.51,2713.1292,12.79651425,16148929,26
Netherlands,2003,207.89,206.65,2921.0145,12.8127045,16225302,26
Netherlands,2004,208.51,207.89,3129.5269,12.80634014,16281779,26
Netherlands,2005,203,208.51,3332.5293,12.4388261,16319868,26
Netherlands,2006,197.53,203,3530.0611,12.0842273,16346101,26
Netherlands,2007,197.1,197.53,3727.1648,12.03172126,16381696,26
Netherlands,2008,197.45,197.1,3924.6163,12.00625602,16445593,26
Netherlands,2009,191.12,197.45,4115.732,11.56173709,16530388,26
Netherlands,2010,200.33,191.12,4316.0623,12.05689134,16615394,26
Netherlands,2011,188.5,200.33,4504.56,11.29210833,16693074,26
Netherlands,2012,186.96,188.5,4691.5206,11.15848547,16754962,26
Netherlands,2013,186.78,186.96,4878.2981,11.11492492,16804432,26
Nigeria,1990,200.79,0,200.7855,2.09993281,95617345,23
Nigeria,1991,210.31,200.79,411.0925,2.144151146,98085436,23
Nigeria,1992,222,210.31,633.0946,2.206924897,100592458,23
Nigeria,1993,221.36,222,854.4529,2.146103063,103145093,23
Nigeria,1994,218.8,221.36,1073.253,2.068970317,105753088,23
Nigeria,1995,220.88,218.8,1294.1293,2.037171894,108424822,23
Nigeria,1996,230.55,220.88,1524.6791,2.073950648,111164651,23
Nigeria,1997,231.92,230.55,1756.5941,2.034831218,113975055,23
Nigeria,1998,231.02,231.92,1987.619,1.976883741,116860691,23
Nigeria,1999,232.77,231.02,2220.3859,1.942562977,119826231,23
Nigeria,2000,237.85,232.77,2458.2325,1.935679876,122876723,23
Nigeria,2001,251.88,237.85,2710.1097,1.998810697,126014935,23
Nigeria,2002,256.49,251.88,2966.6021,1.984505814,129246283,23
Nigeria,2003,263.58,256.49,3230.1798,1.988060414,132581484,23
Nigeria,2004,267.43,263.58,3497.6111,1.965915395,136033321,23
Nigeria,2005,284.65,267.43,3782.2618,2.038875033,139611303,23
Nigeria,2006,278.7,284.65,4060.9592,1.944626485,143318011,23
Nigeria,2007,277.38,278.7,4338.3353,1.88498324,147152502,23
Nigeria,2008,280.82,277.38,4619.1531,1.858311424,151115683,23
Nigeria,2009,262.3,280.82,4881.4536,1.689999516,155207145,23
Nigeria,2010,283.56,262.3,5165.0101,1.778644873,159424742,23
Nigeria,2011,297.4,283.56,5462.4108,1.815953991,163770669,23
Nigeria,2012,301.44,297.4,5763.8541,1.791721814,168240403,23
Nigeria,2013,304.06,301.44,6067.9178,1.759438306,172816517,23
Oman,1990,39.86,0,39.8603,21.99586239,1812159,41
Oman,1991,45.45,39.86,85.3095,24.01781916,1892345,41
Oman,1992,45.64,45.45,130.9465,23.05150628,1979914,41
Oman,1993,46.21,45.64,177.1529,22.3640348,2066264,41
Oman,1994,47.34,46.21,224.4947,22.12626178,2139539,41
Oman,1995,50.5,47.34,274.9995,23.03975064,2191864,41
Oman,1996,51.92,50.5,326.9172,23.38983173,2219768,41
Oman,1997,54.53,51.92,381.4459,24.47930415,2227596,41
Oman,1998,55.8,54.53,437.2425,25.07953088,2224922,41
Oman,1999,60.15,55.8,497.394,27.02786499,2225481,41
Oman,2000,63.43,60.15,560.8202,28.32451327,2239403,41
Oman,2001,65.45,63.43,626.2677,28.80028444,2272547,41
Oman,2002,66.37,65.45,692.6376,28.5683171,2323203,41
Oman,2003,66.63,66.37,759.2716,27.93622842,2385075,41
Oman,2004,65.68,66.63,824.9526,26.82793929,2448194,41
Oman,2005,64.88,65.68,889.834,25.88066254,2506891,41
Oman,2006,73.93,64.88,963.7617,28.95382427,2553376,41
Oman,2007,78.02,73.93,1041.7866,30.08,2593750,41
Oman,2008,77.5,78.02,1119.2859,29.22013165,2652281,41
Oman,2009,80.7,77.5,1199.982,29.21718579,2762073,41
Oman,2010,84.61,80.7,1284.5872,28.74227982,2943747,41
Oman,2011,91.47,84.61,1376.0547,28.49530047,3210003,41
Oman,2012,96.33,91.47,1472.3858,27.17201212,3545192,41
Oman,2013,101.79,96.33,1574.1753,26.05382461,3906912,41
Pakistan,1990,154.16,0,154.1644,1.432612047,107607639,24
Pakistan,1991,155.06,154.16,309.2197,1.401553237,110634399,24
Pakistan,1992,164.28,155.06,473.495,1.44592101,113616165,24
Pakistan,1993,173.93,164.28,647.4236,1.491941922,116579605,24
Pakistan,1994,178.61,173.93,826.0381,1.493832744,119564925,24
Pakistan,1995,189.07,178.61,1015.1103,1.542172815,122599749,24
Pakistan,1996,196.61,189.07,1211.7214,1.564150153,125697651,24
Pakistan,1997,203.19,196.61,1414.916,1.577002668,128845692,24
Pakistan,1998,207.04,203.19,1621.9529,1.568322313,132013680,24
Pakistan,1999,219.28,207.04,1841.2342,1.622395906,135158132,24
Pakistan,2000,221.07,219.28,2062.3084,1.599054042,138250487,24
Pakistan,2001,224.47,221.07,2286.7789,1.588807333,141282077,24
Pakistan,2002,230.61,224.47,2517.3881,1.598443646,144271586,24
Pakistan,2003,238.7,230.61,2756.091,1.621035788,147251530,24
Pakistan,2004,255.85,238.7,3011.9447,1.702624769,150267989,24
Pakistan,2005,264.09,255.85,3276.032,1.722067219,153356383,24
Pakistan,2006,282.96,264.09,3558.9871,1.807771705,156524189,24
Pakistan,2007,299.47,282.96,3858.4539,1.874409236,159767672,24
Pakistan,2008,302.5,299.47,4160.9492,1.85472466,163096985,24
Pakistan,2009,312.41,302.5,4473.3565,1.876099903,166520983,24
Pakistan,2010,307.18,312.41,4780.5321,1.80647449,170043918,24
Pakistan,2011,314.15,307.18,5094.6774,1.808894091,173669648,24
Pakistan,2012,317.13,314.15,5411.8079,1.787733097,177392252,24
Pakistan,2013,326.77,317.13,5738.5819,1.803439638,181192646,24
Philippines,1990,90.1,0,90.0956,1.45446116,61947340,35
Philippines,1991,90.05,90.1,180.1445,1.417888286,63509940,35
Philippines,1992,92.8,90.05,272.9436,1.425961388,65078901,35
Philippines,1993,97.94,92.8,370.8843,1.469358152,66654954,35
Philippines,1994,105.3,97.94,476.1842,1.543080206,68240134,35
Philippines,1995,117.32,105.3,593.4998,1.679942754,69835713,35
Philippines,1996,125.95,117.32,719.448,1.763082552,71437381,35
Philippines,1997,134.6,125.95,854.0467,1.842760126,73042605,35
Philippines,1998,128.83,134.6,982.8717,1.725643037,74656228,35
Philippines,1999,133.26,128.83,1116.1315,1.746865137,76285225,35
Philippines,2000,134.86,133.26,1250.9921,1.730477501,77932247,35
Philippines,2001,134.06,134.86,1385.0558,1.684074782,79604541,35
Philippines,2002,136.03,134.06,1521.0907,1.673301443,81294378,35
Philippines,2003,139.17,136.03,1660.2623,1.677318206,82971734,35
Philippines,2004,142.8,139.17,1803.0582,1.688018106,84596249,35
Philippines,2005,144.31,142.8,1947.3633,1.675269327,86141373,35
Philippines,2006,137.15,144.31,2084.5145,1.565766193,87592899,35
Philippines,2007,142.98,137.15,2227.4964,1.607139702,88965508,35
Philippines,2008,146.37,142.98,2373.8643,1.620982021,90297115,35
Philippines,2009,148.73,146.37,2522.5944,1.622947918,91641881,35
Philippines,2010,154.97,148.73,2677.5605,1.665647344,93038902,35
Philippines,2011,156.8,154.97,2834.3625,1.65923761,94501233,35
Philippines,2012,161.62,156.8,2995.9789,1.683237947,96017322,35
Philippines,2013,171.6,161.62,3167.5833,1.758707107,97571676,35
Poland,1990,426.28,0,426.2837,11.1852861,38110782,17
Poland,1991,425.53,426.28,851.8155,11.12607469,38246193,17
Poland,1992,415.3,425.53,1267.1173,10.82534681,38363667,17
Poland,1993,415.49,415.3,1682.6045,10.80277664,38461408,17
Poland,1994,411.06,415.49,2093.6679,10.66506788,38542652,17
Poland,1995,411.29,411.06,2504.9556,10.65656228,38594998,17
Poland,1996,425.98,411.29,2930.938,11.0287883,38624370,17
Poland,1997,415.77,425.98,3346.7079,10.75740382,38649660,17
Poland,1998,387.86,415.77,3734.5696,10.03168856,38663481,17
Poland,1999,377.28,387.86,4111.8461,9.758855544,38660271,17
Poland,2000,362.27,377.28,4474.1113,9.46897496,38258629,17
Poland,2001,359.04,362.27,4833.1538,9.387138846,38248076,17
Poland,2002,352.06,359.04,5185.2128,9.208910488,38230364,17
Poland,2003,363.79,352.06,5548.9979,9.52215926,38204570,17
Poland,2004,367.6,363.79,5916.5957,9.627517225,38182222,17
Poland,2005,368.17,367.6,6284.766,9.646684324,38165445,17
Poland,2006,380.66,368.17,6665.4274,9.980266256,38141267,17
Poland,2007,380.04,380.66,7045.4711,9.969423324,38120560,17
Poland,2008,373.74,380.04,7419.212,9.802821237,38125759,17
Poland,2009,360.76,373.74,7779.9739,9.455959164,38151603,17
Poland,2010,376.47,360.76,8156.4444,9.895960849,38042794,17
Poland,2011,373.77,376.47,8530.2132,9.819706696,38063255,17
Poland,2012,366.53,373.77,8896.7473,9.629520026,38063164,17
Poland,2013,361.19,366.53,9257.9378,9.494956335,38040196,17
Romania,1990,237.67,0,237.671,10.24358634,23201835,31
Romania,1991,201.1,237.67,438.773,8.743039208,23001155,31
Romania,1992,181.74,201.1,620.5141,7.97305149,22794284,31
Romania,1993,169.41,181.74,789.9281,7.442249096,22763280,31
Romania,1994,164.95,169.41,954.881,7.256861804,22730211,31
Romania,1995,167.85,164.95,1122.7344,7.399400554,22684270,31
Romania,1996,170.07,167.85,1292.8006,7.51889871,22619004,31
Romania,1997,158.74,170.07,1451.5394,7.03822625,22553978,31
Romania,1998,143.11,158.74,1594.6527,6.358369073,22507344,31
Romania,1999,127.25,143.11,1721.8989,5.66259227,22472040,31
Romania,2000,129.2,127.25,1851.1008,5.75681357,22442971,31
Romania,2001,133.8,129.2,1984.897,6.045553107,22131970,31
Romania,2002,132.15,133.8,2117.0518,6.081315401,21730496,31
Romania,2003,138.35,132.15,2255.3995,6.412714817,21574326,31
Romania,2004,135.81,138.35,2391.2123,6.33095261,21451748,31
Romania,2005,134.78,135.81,2525.9918,6.321857007,21319685,31
Romania,2006,137.68,134.78,2663.6674,6.496251727,21193760,31
Romania,2007,135.48,137.68,2799.1522,6.487579216,20882982,31
Romania,2008,135.04,135.48,2934.1917,6.575169047,20537875,31
Romania,2009,119.42,135.04,3053.6161,5.863266293,20367487,31
Romania,2010,115.91,119.42,3169.5241,5.72483521,20246871,31
Romania,2011,121.05,115.91,3290.5782,6.008181252,20147528,31
Romania,2012,118.62,121.05,3409.202,5.913839516,20058035,31
Romania,2013,109.49,118.62,3518.6871,5.478967276,19983693,31
Saudi Arabia,1990,187.52,0,187.5226,11.46108478,16361453,19
Saudi Arabia,1991,209.13,187.52,396.6545,12.38147592,16890555,19
Saudi Arabia,1992,223.3,209.13,619.9558,12.83442278,17398523,19
Saudi Arabia,1993,231.17,223.3,851.1268,12.92136191,17890529,19
Saudi Arabia,1994,244.68,231.17,1095.8072,13.31706925,18373412,19
Saudi Arabia,1995,249.09,244.68,1344.8944,13.21175135,18853670,19
Saudi Arabia,1996,262.21,249.09,1607.1084,13.56400505,19331311,19
Saudi Arabia,1997,244.54,262.21,1851.6518,12.34449926,19809633,19
Saudi Arabia,1998,261.37,244.54,2113.0265,12.87397869,20302193,19
Saudi Arabia,1999,266.64,261.37,2379.6692,12.8032544,20825955,19
Saudi Arabia,2000,278.01,266.64,2657.6827,12.99581396,21392273,19
Saudi Arabia,2001,283.59,278.01,2941.2702,12.8858057,22007937,19
Saudi Arabia,2002,302.33,283.59,3243.5967,13.33724367,22668102,19
Saudi Arabia,2003,315.73,302.33,3559.3281,13.51706171,23357887,19
Saudi Arabia,2004,333.57,315.73,3892.8983,13.86664121,24055573,19
Saudi Arabia,2005,350.7,333.57,4243.6008,14.17242838,24745230,19
Saudi Arabia,2006,370.41,350.7,4614.0077,14.57160061,25419994,19
Saudi Arabia,2007,389.77,370.41,5003.779,14.9431507,26083522,19
Saudi Arabia,2008,420.99,389.77,5424.7691,15.74215635,26742842,19
Saudi Arabia,2009,443.26,420.99,5868.0308,16.17177057,27409491,19
Saudi Arabia,2010,485.11,443.26,6353.145,17.26944915,28090647,19
Saudi Arabia,2011,504.29,485.11,6857.4333,17.51710183,28788438,19
Saudi Arabia,2012,538.13,504.29,7395.5594,18.24413963,29496047,19
Saudi Arabia,2013,546.82,538.13,7942.3775,18.1059924,30201051,19
South Africa,1990,307.21,0,307.2053,8.727556818,35200000,16
South Africa,1991,302.95,307.21,610.154,8.430943407,35933108,16
South Africa,1992,299.79,302.95,909.9419,8.170726678,36690739,16
South Africa,1993,308.16,299.79,1218.1065,8.223346255,37473796,16
South Africa,1994,314.03,308.16,1532.1367,8.202809884,38283223,16
South Africa,1995,326.92,314.03,1859.0612,8.356850716,39120000,16
South Africa,1996,338.44,326.92,2197.5024,8.460947754,40000247,16
South Africa,1997,354.4,338.44,2551.9061,8.659518508,40926063,16
South Africa,1998,363.24,354.4,2915.1507,8.669277999,41899683,16
South Africa,1999,345.57,363.24,3260.7236,8.050837438,42923485,16
South Africa,2000,352.49,345.57,3613.2181,8.011136364,44000000,16
South Africa,2001,389.31,352.49,4002.5281,8.668721247,44909738,16
South Africa,2002,401.82,389.31,4404.3516,8.841294474,45448096,16
South Africa,2003,422.6,401.82,4826.9533,9.180165993,46034026,16
South Africa,2004,450.88,422.6,5277.8344,9.667009805,46641103,16
South Africa,2005,450.61,450.88,5728.4414,9.532671873,47270063,16
South Africa,2006,452.38,450.61,6180.8257,9.43998585,47921682,16
South Africa,2007,471.98,452.38,6652.8062,9.712165915,48596781,16
South Africa,2008,505.5,471.98,7158.305,10.25433531,49296223,16
South Africa,2009,482.07,505.5,7640.3779,9.637368111,50020918,16
South Africa,2010,489.86,482.07,8130.2331,9.648264374,50771826,16
South Africa,2011,478.85,489.86,8609.0848,9.289047335,51549958,16
South Africa,2012,493.1,478.85,9102.1831,9.41814523,52356381,16
South Africa,2013,510.24,493.1,9612.4208,9.59238096,53192216,16
Spain,1990,271.71,0,271.7052,6.993744085,38850435,18
Spain,1991,278.79,271.71,550.4999,7.159650971,38939049,18
Spain,1992,289.63,278.79,840.1306,7.41353257,39067745,18
Spain,1993,276.5,289.63,1116.6305,7.055479288,39189400,18
Spain,1994,287.8,276.5,1404.4296,7.324093185,39294967,18
Spain,1995,300.58,287.8,1705.0046,7.631448708,39387017,18
Spain,1996,293.29,300.58,1998.2973,7.429166072,39478186,18
Spain,1997,314.18,293.29,2312.4773,7.937363495,39582413,18
Spain,1998,326.25,314.18,2638.725,8.213517105,39721108,18
Spain,1999,350.16,326.25,2988.8816,8.770166047,39926268,18
Spain,2000,367.69,350.16,3356.575,9.132156756,40263216,18
Spain,2001,369.31,367.69,3725.8898,9.061487657,40756001,18
Spain,2002,386.95,369.31,4112.8373,9.339499133,41431558,18
Spain,2003,394.02,386.95,4506.8595,9.339701232,42187645,18
Spain,2004,409.87,394.02,4916.7321,9.549205598,42921895,18
Spain,2005,423.72,409.87,5340.4535,9.706514913,43653155,18
Spain,2006,417.28,423.72,5757.734,9.398765723,44397319,18
Spain,2007,431.88,417.28,6189.6096,9.549204705,45226803,18
Spain,2008,394.27,431.88,6583.877,8.579646833,45954106,18
Spain,2009,354.88,394.27,6938.7573,7.654388485,46362946,18
Spain,2010,340.04,354.88,7278.7948,7.300615153,46576897,18
Spain,2011,339.8,340.04,7618.59,7.269584808,46742697,18
Spain,2012,331.78,339.8,7950.368,7.093400249,46773055,18
Spain,2013,306.61,331.78,8256.9797,6.576784729,46620045,18
Thailand,1990,152.03,0,152.0323,2.686857764,56582824,22
Thailand,1991,163.89,152.03,315.9212,2.863909415,57225972,22
Thailand,1992,176.13,163.89,492.0473,3.049259011,57761574,22
Thailand,1993,192.89,176.13,684.9325,3.312117284,58237672,22
Thailand,1994,208.01,192.89,892.9406,3.542237715,58722767,22
Thailand,1995,225.78,208.01,1118.7181,3.809598437,59266089,22
Thailand,1996,246.6,225.78,1365.3183,4.118308344,59878955,22
Thailand,1997,252.48,246.6,1617.7966,4.170125737,60544937,22
Thailand,1998,230.23,252.48,1848.0229,3.75879737,61250974,22
Thailand,1999,240.96,230.23,2088.9801,3.888084797,61973957,22
Thailand,2000,242.26,240.96,2331.2355,3.864207419,62693322,22
Thailand,2001,253.25,242.26,2584.4813,3.993523695,63415174,22
Thailand,2002,264.57,253.25,2849.0516,4.125097298,64136669,22
Thailand,2003,277.7,264.57,3126.7543,4.284353052,64817254,22
Thailand,2004,296.16,277.7,3422.9189,4.528127275,65404522,22
Thailand,2005,305.25,296.16,3728.1683,4.634551882,65863973,22
Thailand,2006,308.63,305.25,4036.8026,4.663882089,66174486,22
Thailand,2007,319.17,308.63,4355.9694,4.81014044,66353572,22
Thailand,2008,323.65,319.17,4679.6148,4.870340813,66453255,22
Thailand,2009,320.9,323.65,5000.5099,4.822069034,66548197,22
Thailand,2010,342.74,320.9,5343.2508,5.139145275,66692024,22
Thailand,2011,339.52,342.74,5682.7751,5.074812985,66902958,22
Thailand,2012,360.86,339.52,6043.6322,5.372808373,67164130,22
Thailand,2013,369.43,360.86,6413.0632,5.476978677,67451422,22
Turkey,1990,199.88,0,199.8824,3.701851324,53994605,20
Turkey,1991,204.47,199.88,404.3551,3.723763105,54909508,20
Turkey,1992,215.72,204.47,620.0785,3.865178586,55811134,20
Turkey,1993,227.13,215.72,847.2079,4.005293555,56707454,20
Turkey,1994,225.74,227.13,1072.9464,3.918500671,57608769,20
Turkey,1995,244.63,225.74,1317.5731,4.180114527,58522320,20
Turkey,1996,263.48,244.63,1581.0502,4.431848703,59451488,20
Turkey,1997,273.61,263.48,1854.6595,4.530409127,60394104,20
Turkey,1998,277.44,273.61,2132.0965,4.52262727,61344874,20
Turkey,1999,276.98,277.44,2409.0776,4.446219708,62295617,20
Turkey,2000,303.28,276.98,2712.3578,4.795687019,63240157,20
Turkey,2001,278.35,303.28,2990.7061,4.336838837,64182694,20
Turkey,2002,288.45,278.35,3279.1515,4.429122569,65125766,20
Turkey,2003,299.43,288.45,3578.5843,4.532689245,66060121,20
Turkey,2004,304.93,299.43,3883.5149,4.552990694,66973561,20
Turkey,2005,316.13,304.93,4199.6473,4.658519388,67860617,20
Turkey,2006,342.7,316.13,4542.3484,4.988012396,68704721,20
Turkey,2007,369.53,342.7,4911.8755,5.315793492,69515492,20
Turkey,2008,368.07,369.53,5279.9458,5.23240265,70344357,20
Turkey,2009,363.33,368.07,5643.2799,5.098559307,71261307,20
Turkey,2010,375.01,363.33,6018.2904,5.18611316,72310416,20
Turkey,2011,395.9,375.01,6414.1922,5.385148867,73517002,20
Turkey,2012,420.35,395.9,6834.5471,5.615959463,74849187,20
Turkey,2013,408.46,420.35,7243.0045,5.35870506,76223639,20
United Arab Emirates,1990,74.64,0,74.6428,41.20437791,1811458,34
United Arab Emirates,1991,81.34,74.64,155.9847,42.51538007,1913190,34
United Arab Emirates,1992,80.08,81.34,236.0644,39.66292458,2019014,34
United Arab Emirates,1993,83.17,80.08,319.2307,39.08616297,2127863,34
United Arab Emirates,1994,90,83.17,409.2316,40.20942857,2238281,34
United Arab Emirates,1995,95.04,90,504.2666,40.43924922,2350192,34
United Arab Emirates,1996,98.82,95.04,603.0888,40.04496447,2467726,34
United Arab Emirates,1997,105.08,98.82,708.1656,40.4898236,2595220,34
United Arab Emirates,1998,108.31,105.08,816.4707,39.61928033,2733770,34
United Arab Emirates,1999,111.03,108.31,927.4981,38.49610358,2884188,34
United Arab Emirates,2000,110.09,111.03,1037.591,36.09356722,3050128,34
United Arab Emirates,2001,122.63,110.09,1160.2179,38.10911893,3217865,34
United Arab Emirates,2002,125.76,122.63,1285.9733,37.05296901,3394060,34
United Arab Emirates,2003,132.38,125.76,1418.3511,36.51058333,3625798,34
United Arab Emirates,2004,139.77,132.38,1558.1196,35.15390681,3975945,34
United Arab Emirates,2005,147.17,139.77,1705.2906,32.83596342,4481976,34
United Arab Emirates,2006,153.81,147.17,1859.0971,29.74326348,5171255,34
United Arab Emirates,2007,165.18,153.81,2024.2807,27.48373571,6010100,34
United Arab Emirates,2008,191.3,165.18,2215.5783,27.72406713,6900142,34
United Arab Emirates,2009,191.57,191.3,2407.1486,24.86171103,7705423,34
United Arab Emirates,2010,196.26,191.57,2603.4132,23.56217149,8329453,34
United Arab Emirates,2011,204.27,196.26,2807.6795,23.38597611,8734722,34
United Arab Emirates,2012,215.17,204.27,3022.8463,24.03451444,8952542,34
United Arab Emirates,2013,221.42,215.17,3244.2706,24.49342244,9039978,34
UK,1990,737.73,0,737.7344,12.88665692,57247586,8
UK,1991,745.64,737.73,1483.3772,12.98461188,57424897,8
UK,1992,721.39,745.64,2204.7625,12.52839464,57580402,8
UK,1993,702.72,721.39,2907.4833,12.17492852,57718614,8
UK,1994,692.3,702.72,3599.7833,11.96390023,57865745,8
UK,1995,674.56,692.3,4274.3399,11.62653012,58019030,8
UK,1996,690,674.56,4964.3432,11.8624064,58166950,8
UK,1997,660.52,690,5624.8674,11.32638032,58316954,8
UK,1998,657.35,660.52,6282.2158,11.23922265,58487141,8
UK,1999,648.6,657.35,6930.8149,11.05270525,58682466,8
UK,2000,648.38,648.6,7579.1903,11.00954868,58892514,8
UK,2001,656.15,648.38,8235.3421,11.09867438,59119673,8
UK,2002,635.52,656.15,8870.8594,10.7043098,59370479,8
UK,2003,643.62,635.52,9514.4784,10.79037963,59647577,8
UK,2004,640.3,643.62,10154.7823,10.67381833,59987905,8
UK,2005,634.55,640.3,10789.3366,10.50558494,60401206,8
UK,2006,634.88,634.55,11424.2163,10.43407034,60846820,8
UK,2007,620.9,634.88,12045.1209,10.12516409,61322463,8
UK,2008,605.23,620.9,12650.349,9.792257333,61806995,8
UK,2009,554.51,605.23,13204.8542,8.904033591,62276270,8
UK,2010,571.73,554.51,13776.5849,9.108859498,62766365,8
UK,2011,533.34,571.73,14309.9287,8.431064218,63258918,8
UK,2012,557.59,533.34,14867.5213,8.753333972,63700300,8
UK,2013,546.26,557.59,15413.7854,8.518245928,64128226,8
US,1990,5866.64,0,5866.6396,23.50200102,249623000,1
US,1991,5831.48,5866.64,11698.1179,23.05105917,252981000,1
US,1992,5914.71,5831.48,17612.8265,23.05803972,256514000,1
US,1993,6041.83,5914.71,23654.6608,23.24504942,259919000,1
US,1994,6122.58,6041.83,29777.2438,23.26862416,263126000,1
US,1995,6179.62,6122.58,35956.8592,23.20739979,266278000,1
US,1996,6339.44,6179.62,42296.2951,23.53222418,269394000,1
US,1997,6502.05,6339.44,48798.3426,23.84699458,272657000,1
US,1998,6511.31,6502.05,55309.6537,23.60418917,275854000,1
US,1999,6533.04,6511.31,61842.6921,23.41255734,279040000,1
US,2000,6728.36,6533.04,68571.055,23.84569928,282162411,1
US,2001,6684.73,6728.36,75255.7842,23.45774823,284968955,1
US,2002,6608.37,6684.73,81864.1561,22.97562995,287625193,1
US,2003,6680.59,6608.37,88544.7476,23.02794664,290107933,1
US,2004,6755.82,6680.59,95300.5685,23.07273825,292805298,1
US,2005,6764.54,6755.82,102065.104,22.89055851,295516599,1
US,2006,6681.79,6764.54,108746.8976,22.39356515,298379912,1
US,2007,6783.54,6681.79,115530.441,22.51937994,301231207,1
US,2008,6619.43,6783.54,122149.8683,21.76771242,304093966,1
US,2009,6225.67,6619.43,128375.542,20.29415839,306771529,1
US,2010,6470.91,6225.67,134846.4473,20.91797517,309346863,1
US,2011,6354.55,6470.91,141200.9945,20.38551681,311718857,1
US,2012,6193.28,6354.55,147394.2768,19.71737753,314102623,1
US,2013,6279.84,6193.28,153674.113,19.84606927,316427395,1
Venezuela,1990,171.18,0,171.1796,8.618485216,19861959,25
Venezuela,1991,172.78,171.18,343.9583,8.497831056,20332247,25
Venezuela,1992,176.63,172.78,520.5898,8.492042899,20799471,25
Venezuela,1993,182.96,176.63,703.5473,8.604216122,21263994,25
Venezuela,1994,185.41,182.96,888.9557,8.533697173,21726808,25
Venezuela,1995,193.8,185.41,1082.7535,8.734186919,22188671,25
Venezuela,1996,208.48,193.8,1291.233,9.204735246,22649212,25
Venezuela,1997,215.07,208.48,1506.2995,9.307165141,23108003,25
Venezuela,1998,213.12,215.07,1719.4238,9.043639379,23565734,25
Venezuela,1999,202.39,213.12,1921.814,8.424718363,24023355,25
Venezuela,2000,213.07,202.39,2134.8792,8.703314755,24481477,25
Venezuela,2001,217.45,213.07,2352.3339,8.718847462,24940223,25
Venezuela,2002,217.99,217.45,2570.3209,8.582573042,25399143,25
Venezuela,2003,215.63,217.99,2785.9515,8.339149493,25857553,25
Venezuela,2004,220.11,215.63,3006.0589,8.364595269,26314483,25
Venezuela,2005,237.05,220.11,3243.109,8.855354389,26769115,25
Venezuela,2006,226.65,237.05,3469.7629,8.326222461,27221228,25
Venezuela,2007,229.96,226.65,3699.7191,8.310607998,27670659,25
Venezuela,2008,263.27,229.96,3962.9905,9.363469048,28116716,25
Venezuela,2009,262.69,263.27,4225.6769,9.198277773,28558607,25
Venezuela,2010,263.45,262.69,4489.1288,9.085815867,28995745,25
